id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570477,.8328,English,qualified,46,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not so important,Very important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Republicans,Republicans,Republicans,Republicans,Republicans,Neither,Republicans,Democrats,Republicans,Republicans,Both,More likely to vote for the Republican candidate in that election,Less likely to vote for the Democratic candidate in that election,Mormon,No,A Republican,30-49,"No, I am not willing to be interviewed"
258570478,1.3725,English,qualified,31,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Employed full-time (by someone else),Working part-time,parents of children 0-17 YO,No opinion,No opinion,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Not so important,Very important,Very important,Neither,Both,Neither,Republicans,Neither,Neither,Republicans,Both,Both,Both,Neither,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,No religion, ,A Republican,30-49,"No, I am not willing to be interviewed"
258570479,1.5877,English,qualified,36,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Self-employed,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important at all,Not important at all,Somewhat important,Somewhat important,Republicans,Both,Both,Republicans,Republicans,Republicans,Republicans,Democrats,Democrats,Both,Democrats,Would not vote,Would make no difference in your vote,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
258570480,.6135,English,qualified,67,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Both,Republicans,Democrats,Neither,Republicans,Neither,Republicans,Both,Neither,Both,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,A Republican,65+,"No, I am not willing to be interviewed"
258570481,1.1092,English,qualified,32,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Never married,Metro,West,Rented for cash,California,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,Not important at all,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Neither,Neither,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
258570482,1.0002,English,qualified,66,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,2,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Democrats,Neither,Democrats,Democrats,Neither,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,65+,"No, I am not willing to be interviewed"
258570483,.9718,English,qualified,87,No high school diploma or GED,Less than high school,Female,Hispanic,1,"$10,000 to $24,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,Catholic,No,A Democrat,65+,"No, I am not willing to be interviewed"
258570484,1.0956,English,qualified,60,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,2,"$25,000 to $49,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not important at all,Very important,Very important,Not so important,Very important,Somewhat important,Not important at all,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,Yes,A Republican,50-64,"No, I am not willing to be interviewed"
258570485,.5433,English,qualified,74,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$100,000 to $149,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Maryland,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Somewhat important,Very important,Not so important,Not so important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
258570486,1.0383,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Skipped,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither,Both,Democrats,Neither,Democrats,Democrats,Democrats,Both,Both,Neither,Democrats,Would make no difference in your vote,Would make no difference in your vote,Greek or Russian Orthodox,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570487,1.3138,English,qualified,68,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"Less than $10,000",Never married,Metro,West,Rented for cash,California,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Neither,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,65+,"Yes, I am willing to be interviewed"
258570488,1.6659,Spanish,qualified,31,No high school diploma or GED,Less than high school,Female,Hispanic,4,"Less than $10,000",Now Married,Metro,MidWest,Rented for cash,Missouri,Homemaker,Working part-time,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important,Very important,Very important,Neither,Both,Both,Both,Both,Both,Both,Both,Both,Both,Both,Would not vote,Would not vote,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
258570489,.7628,English,qualified,54,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Very important,Very important,Not important at all,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Democrats,Neither,Neither,Democrats,Democrats,Neither,Neither,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Democrat,50-64,"Yes, I am willing to be interviewed"
258570490,1.6098,Spanish,qualified,44,Some college or Associate degree,Some college,Male,Hispanic,2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important at all,Not important at all,Very important,Very important,Neither,Neither,Neither,Neither,Republicans,Neither,Neither,Republicans,Republicans,Neither,Neither,Would not vote,Would not vote,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570491,.6528,English,qualified,75,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Widowed,Metro,South,Occupied without payment of cash rent,Alabama,Retired,Working part-time,missing data,Don’t know,No opinion,Wrong direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Republicans,Republicans,Both,Republicans,Republicans,Both,Both,Both,Both,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,65+,"No, I am not willing to be interviewed"
258570492,1.0788,English,qualified,42,Bachelor’s degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",2,"$150,000 or more",Never married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important at all,Not so important,Not so important,Not so important,Very important,Republicans,Republicans,Democrats,Republicans,Republicans,Republicans,Neither,Neither,Republicans,Democrats,Neither,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
258570493,1.3585,English,qualified,27,Bachelor’s degree,Bachelors degree or higher,Female,Hispanic,2,"$100,000 to $149,999",Never married,Metro,NorthEast,Rented for cash,Pennsylvania,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,An Independent,18-29,"No, I am not willing to be interviewed"
258570494,1.2348,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Male,"2+ Races, Non-Hispanic",2,"$25,000 to $49,999",Divorced,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Not working,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Not so important,Somewhat important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Neither,Neither,Neither,Republicans,Republicans,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
258570495,1.079,English,qualified,52,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Very important,Very important,Not so important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,A Republican,50-64,"No, I am not willing to be interviewed"
258570496,1.1333,English,qualified,30,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Arkansas,Self-employed,Working part-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Not so important,Very important,Very important,Republicans,Republicans,Democrats,Republicans,Neither,Democrats,Democrats,Neither,Neither,Neither,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Other Christian religion,Yes,An Independent,30-49,"No, I am not willing to be interviewed"
258570497,.8933,English,qualified,44,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",5,"$25,000 to $49,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Arkansas,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
258570498,1.4328,English,qualified,59,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Democrats,Neither,Democrats,Democrats,Neither,Neither,Democrats,Neither,Neither,Democrats,Neither,Less likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,50-64,"Yes, I am willing to be interviewed"
258570499,.8216,Spanish,qualified,62,Master’s degree or above,Bachelors degree or higher,Female,Hispanic,4,"$75,000 to $99,999",Never married,Metro,NorthEast,Rented for cash,New York,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,Catholic,No,A Democrat,50-64,"No, I am not willing to be interviewed"
258570500,.714,English,qualified,73,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",2,"$10,000 to $24,999",Never married,Non-Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Democrats,Democrats,Both,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would not vote,More likely to vote for the Democratic candidate in that election,Other non-Christian religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
258570501,.8242,English,qualified,75,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Neither,Neither,Democrats,Democrats,Neither,Neither,Democrats,Democrats,Neither,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
258570502,1.2603,English,qualified,18,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Never married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Self-employed,Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,Very important,Somewhat important,Neither,Republicans,Neither,Neither,Republicans,Neither,Republicans,Neither,Republicans,Democrats,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Other Christian religion,Yes,An Independent,18-29,"No, I am not willing to be interviewed"
258570503,.7428,English,qualified,63,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Divorced,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,No religion, ,A Democrat,50-64,"Yes, I am willing to be interviewed"
258570504,.967,English,qualified,45,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Self-employed,Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,A Democrat,30-49,"No, I am not willing to be interviewed"
258570505,.857,English,qualified,34,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,Not so important,Very important,Very important,Neither,Democrats,Neither,Neither,Democrats,Democrats,Democrats,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Democrat,30-49,"Yes, I am willing to be interviewed"
258570506,.5786,English,qualified,74,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Separated,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Not so important,Very important,Not so important,Not so important,Very important,Not so important,Very important,Very important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Other Christian religion,No,A Democrat,65+,"Yes, I am willing to be interviewed"
258570507,.9086,English,qualified,49,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Not so important,Neither,Neither,Neither,Both,Neither,Neither,Republicans,Neither,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570508,.9837,English,qualified,38,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"Yes, I am willing to be interviewed"
258570509,.87,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would not vote,Would not vote,No religion, ,Something else,65+,"No, I am not willing to be interviewed"
258570510,1.3266,English,qualified,27,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Arkansas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Somewhat important,Not so important,Somewhat important,Very important,Not so important,Not so important,Somewhat important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Republican,18-29,"No, I am not willing to be interviewed"
258570511,.7727,English,qualified,47,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Both,Both,Democrats,Neither,Democrats,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
258570512,1.04,English,qualified,30,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Never married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Right direction,Very important,Somewhat important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Neither,Both,Neither,Neither,Democrats,Democrats,Democrats,Both,Neither,Democrats,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,30-49,"Yes, I am willing to be interviewed"
258570513,.6039,English,qualified,77,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,missing data,Unfavorable,Favorable,Right direction,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important at all,Somewhat important,Somewhat important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Both,Democrats,Democrats,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,65+,"No, I am not willing to be interviewed"
258570514,1.2942,English,qualified,20,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",Six or more,"$50,000 to $74,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Not so important,Very important,Somewhat important,Not important at all,Very important,Very important,Not so important,Not so important,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would make no difference in your vote,Would make no difference in your vote,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
258570515,1.1607,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Divorced,Metro,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not important at all,Very important,Very important,Somewhat important,Not important at all,Not so important,Somewhat important,Very important,Very important,Republicans,Republicans,Neither,Neither,Republicans,Neither,Neither,Republicans,Neither,Republicans,Skipped,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,A Republican,50-64,"Yes, I am willing to be interviewed"
258570516,1.0083,English,qualified,40,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Don’t know,Wrong direction,Somewhat important,Somewhat important,Not important at all,Somewhat important,Not so important,Not so important,Not important at all,Not so important,Somewhat important,Not so important,Not so important,Republicans,Neither,Neither,Neither,Neither,Neither,Neither,Democrats,Neither,Neither,Neither,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
258570517,1.0719,English,qualified,65,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Virginia,Retired,Not working,not parents of children 0-17 YO,Favorable,Favorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Very important,Not important at all,Very important,Somewhat important,Very important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Greek or Russian Orthodox,No,An Independent,65+,"No, I am not willing to be interviewed"
258570518,.9812,English,qualified,50,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$50,000 to $74,999",Never married,Non-Metro,MidWest,Occupied without payment of cash rent,Ohio,Other,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Not so important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not important at all,Very important,Very important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Democrats,Neither,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
258570519,1.5508,English,qualified,31,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",4,"$50,000 to $74,999",Never married,Non-Metro,South,Rented for cash,Louisiana,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Not so important,Not so important,Very important,Not important at all,Not important at all,Somewhat important,Somewhat important,Not important at all,Not important at all,Not so important,Somewhat important,Both,Both,Democrats,Neither,Neither,Both,Democrats,Both,Both,Neither,Both,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
